
1765|Can We Become a Family?|1765|51|https://www.novelupdates.com/series/can-we-become-a-family/|No| Every 26 Day(s)

1766|Heaven’s Devourer|1766|100|https://www.novelupdates.com/series/heavens-devourer/|Yes| Every 0.5 Day(s)

1767|Crossing the Crowd to Chase Love|1767|118|https://www.novelupdates.com/series/crossing-the-crowd-to-chase-love/|No| Every 55.4 Day(s)

1768|Contract Marriage|1768|27|https://www.novelupdates.com/series/contract-marriage/|Yes| Every 92.4 Day(s)

1769|I, Who had Arrived in Another World, Will Live As I Like With My Hypnosis Ability (The Girls who will become Lewd Female Toilets)|1769|48|https://www.novelupdates.com/series/i-who-had-arrived-in-another-world-will-live-as-i-like-with-my-hypnosis-ability-the-girls-who-will-become-lewd-female-toilets/|Yes| Every 105 Day(s)

1770|The Two-Faced Venerate Emperor, Give Me A Hug|1770|1383|https://www.novelupdates.com/series/the-two-faced-venerate-emperor-give-me-a-hug/|No| Every 24.1 Day(s)

1771|Corporate S*ave Hero Says He’s Quitting His Job|1771|85|https://www.novelupdates.com/series/corporate-slave-hero-says-hes-quitting-his-job/|Yes| Every 7.3 Day(s)

1772|One Night, One Day, One Year, One Lifetime|1772|13|https://www.novelupdates.com/series/one-night-one-day-one-year-one-lifetime/|Yes| Every 1.2 Day(s)

1773|Puffed-up after Giving Birth to a Wealthy Man’s Heir|1773|47|https://www.novelupdates.com/series/puffed-up-after-giving-birth-to-a-wealthy-mans-heir/|No| Every 23.1 Day(s)

1774|This Damned Thirst for Survival|1774|233|https://www.novelupdates.com/series/this-damned-thirst-for-survival/|Yes| Every 6.7 Day(s)

1775|Jitsu wa Ore, Saikyou deshita? ~ Tensei Chokugo wa Donzoko Sutāto, Demo Ban’nō Mahō de Gyakuten Jinsei o Jōshō-chū!|1775|139|https://www.novelupdates.com/series/jitsu-wa-ore-saikyou-deshitatensei-chokugo-wa-donzoko-sutato-demo-banno-maho-de-gyakuten-jinsei-o-josho-chu/|No| Every 20.1 Day(s)

1776|I Have the Aura of Overbearing President|1776|228|https://www.novelupdates.com/series/i-have-the-aura-of-overbearing-president/|No| Every 1.3 Day(s)

1777|Two as One Princesses|1777|131|https://www.novelupdates.com/series/two-as-one-princesses/|No| Every 14.9 Day(s)

1778|Sick Beauty [Rebirth]|1778|120|https://www.novelupdates.com/series/sick-beauty-rebirth/|No| Every 3.8 Day(s)

1779|Bannou “Murazukuri” Cheat de Otegaru Slow Life ~Mura desu ga Nani ka?~|1779|196|https://www.novelupdates.com/series/bannou-murazukuri-cheat-de-otegaru-slow-life-mura-desu-ga-nani-ka/|No| Every 2.3 Day(s)

1780|Picked up a Demon King to be a Maid|1780|408|https://www.novelupdates.com/series/picked-up-a-demon-king-to-be-a-maid/|No| Every 3.5 Day(s)

1781|1000 nin no Homunkurusu no Shoujo tachi ni Kakomarete Isekai Kenkoku|1781|40|https://www.novelupdates.com/series/1000-nin-no-homunkurusu-no-shoujo-tachi-ni-kakomarete-isekai-kenkoku/|No| Every 152.3 Day(s)

1782|My Childhood Friend Became an Obsessive Husband|1782|46|https://www.novelupdates.com/series/my-childhood-friend-became-an-obsessive-husband/|No| Every 8.4 Day(s)

1783|You Use a Gun, I Use a Bow|1783|0|https://www.novelupdates.com/series/you-use-a-gun-i-use-a-bow/|Yes| Every 1 Day(s)

1784|Let’s Talk About That Guy Who Transmigrated to Pursue Me|1784|82|https://www.novelupdates.com/series/lets-talk-about-that-guy-who-transmigrated-to-pursue-me/|Yes| Every 1 Day(s)

1785|The Neighboring Aarya-san who Sometimes Acts Affectionate and Murmuring in Russian|1785|27|https://www.novelupdates.com/series/the-neighboring-aarya-san-who-sometimes-acts-affectionate-and-murmuring-in-russian/|No| Every 22.3 Day(s)

1786|Sukebe de Kichiku na Shishou to Sunao de Juujun de Bishoujo na Deshi|1786|13|https://www.novelupdates.com/series/sukebe-de-kichiku-na-shishou-to-sunao-de-juujun-de-bishoujo-na-deshi/|No| Every 148.8 Day(s)

1787|Please Don’t Eat Me (Saha)|1787|11|https://www.novelupdates.com/series/please-dont-eat-me-saha/|No| Every 96 Day(s)

1788|Your and My Asylum|1788|49|https://www.novelupdates.com/series/your-and-my-asylum/|Yes| Every 7.4 Day(s)

1789|Retired Villainess Transmigrates into a Cannon Fodder|1789|330|https://www.novelupdates.com/series/retired-villainess-transmigrates-into-a-cannon-fodder/|No| Every 4.5 Day(s)

1790|Shrouding the Heavens|1790|404|https://www.novelupdates.com/series/shrouding-the-heavens/|No| Every 76.1 Day(s)

1791|I Came Back And Conquered It All|1791|0|https://www.novelupdates.com/series/i-came-back-and-conquered-it-all/|Yes| Every 2000 Day(s)

1792|The Widow “Misses” Her Villainous Late Husband|1792|139|https://www.novelupdates.com/series/the-widow-misses-her-villainous-late-husband/|Yes| Every 42.7 Day(s)

1793|The Boy Who Swore Revenge On The World|1793|110|https://www.novelupdates.com/series/the-boy-who-swore-revenge-on-the-world/|No| Every 33.9 Day(s)

1794|Sha Qing|1794|103|https://www.novelupdates.com/series/sha-qing/|No| Every 15.9 Day(s)

1795|Trapped in a Webnovel as a Good-For-Nothing|1795|0|https://www.novelupdates.com/series/trapped-in-a-webnovel-as-a-good-for-nothing/|No| Every 15.9 Day(s)

1796|A President’s Out-of-Body Experience|1796|98|https://www.novelupdates.com/series/a-presidents-out-of-body-experience/|Yes| Every 0.9 Day(s)

1797|I Was Dismissed from the Hero’s Party Because They Don’t Need My Training Skills, so I Strengthen My [Fief] Which I Got as a Replacement for My Retirement Money.|1797|42|https://www.novelupdates.com/series/i-was-dismissed-from-the-heros-party-because-they-dont-need-my-training-skills-so-i-strengthen-my-fief-which-i-got-as-a-replacement-for-my-retirement-money/|No| Every 54 Day(s)

1798|Kyoukai Senjou no Horizon|1798|725|https://www.novelupdates.com/series/kyoukai-senjou-no-horizon/|No| Every 7.7 Day(s)

1799|When an Alien Is Bound to a World-Saving System|1799|70|https://www.novelupdates.com/series/when-an-alien-is-bound-to-a-world-saving-system/|No| Every 37.2 Day(s)

1800|The Protagonist Is in the Right Position to Get Along With the Villain|1800|52|https://www.novelupdates.com/series/the-protagonist-is-in-the-right-position-to-get-along-with-the-villain/|No| Every 12.5 Day(s)

1801|When an Alien Is Bound to a World-Saving System|1801|70|https://www.novelupdates.com/series/when-an-alien-is-bound-to-a-world-saving-system/|No| Every 37.2 Day(s)

1802|The 5000-years-old Herbivorous Dragon|1802|196|https://www.novelupdates.com/series/the-5000-years-old-herbivorous-dragon/|No| Every 3.6 Day(s)

1803|My Ex-Husband Became The Male Lead|1803|63|https://www.novelupdates.com/series/my-ex-husband-became-the-male-lead/|No| Every 6.7 Day(s)

1804|Broken-Winged Angel|1804|55|https://www.novelupdates.com/series/broken-winged-angel/|Yes| Every 106.7 Day(s)

1805|Rebirth Plan to Save Leader|1805|49|https://www.novelupdates.com/series/rebirth-plan-to-save-leader/|No| Every 23.9 Day(s)

1806|Unrepentant|1806|27|https://www.novelupdates.com/series/unrepentant/|Yes| Every 22.9 Day(s)

1807|Level 1 Strongest Sage ~ Cursed to Be Able to Use Only the Lowest Level of Magic, but Because of the God’s Miscalculation I Got Infinite Magic and Became the Strongest ~|1807|330|https://www.novelupdates.com/series/level-1-strongest-sage-cursed-to-be-able-to-use-only-the-lowest-level-of-magic-but-because-of-the-gods-miscalculation-i-got-infinite-magic-and-became-the-strongest/|No| Every 2.3 Day(s)

1808|I am the Nanny of the Villain|1808|122|https://www.novelupdates.com/series/i-am-the-nanny-of-the-villain/|No| Every 2.9 Day(s)

1809|Maou Gakuen no Hangyakusha|1809|43|https://www.novelupdates.com/series/maou-gakuen-no-hangyakusha/|Yes| Every 42.6 Day(s)

1810|Dragon Poor|1810|341|https://www.novelupdates.com/series/dragon-poor/|Yes| Every 11.9 Day(s)

1811|I Married the Male Lead of a CP-free Novel|1811|179|https://www.novelupdates.com/series/i-married-the-male-lead-of-a-cp-free-novel/|Yes| Every 1.5 Day(s)

1812|She is the Protagonist|1812|210|https://www.novelupdates.com/series/she-is-the-protagonist/|Yes| Every 15.3 Day(s)

1813|I am the Precious Daughter of the Greatest Villain in the Fantasy World|1813|40|https://www.novelupdates.com/series/i-am-the-precious-daughter-of-the-greatest-villain-in-the-fantasy-world/|No| Every 28.9 Day(s)

1814|Reborn as the Villain President’s Cat & Dog|1814|61|https://www.novelupdates.com/series/reborn-as-the-villain-presidents-cat-dog/|No| Every 14.2 Day(s)

1815|The Way to Protect the Female Lead’s Older Brother|1815|1|https://www.novelupdates.com/series/the-way-to-protect-the-female-leads-older-brother/|No| Every 517 Day(s)

1816|Only I Am Not Attacked In A World Overflowing With Zombies|1816|32|https://www.novelupdates.com/series/only-i-am-not-attacked-in-a-world-overflowing-with-zombies/|No| Every 166.9 Day(s)

1817|Wu Chang Jie|1817|281|https://www.novelupdates.com/series/wu-chang-jie/|Yes| Every 1.3 Day(s)

1818|Fei Pin Ying Qiang|1818|0|https://www.novelupdates.com/series/fei-pin-ying-qiang/|Yes| Every 6.5 Day(s)

1819|Shadow Queen|1819|34|https://www.novelupdates.com/series/shadow-queen/|No| Every 29.3 Day(s)

1820|Venerated Venomous Consort|1820|98|https://www.novelupdates.com/series/venerated-venomous-consort/|Yes| Every 539.1 Day(s)

1821|The Demon Venerable’s Wistful Desire|1821|34|https://www.novelupdates.com/series/the-demon-venerables-wistful-desire/|No| Every 14.3 Day(s)

1822|Himajin, Maou no Sugata de Isekai e Tokidoki Cheat na burari Tabi|1822|64|https://www.novelupdates.com/series/himajin-maou-no-sugata-de-isekai-e-tokidoki-cheat-na-burari-tabi/|No| Every 19.4 Day(s)

1823|Life, Once Again!|1823|829|https://www.novelupdates.com/series/life-once-again/|No| Every 1.1 Day(s)

1824|Dating the Strongest Boss|1824|96|https://www.novelupdates.com/series/dating-the-strongest-boss/|No| Every 30.8 Day(s)

1825|My Sister Told Me to Give Up My Fiancé (WN)|1825|10|https://www.novelupdates.com/series/my-sister-told-me-to-give-up-my-fiance/|No| Every 116.8 Day(s)

1826|VRMMO Summoner Hajimemashita|1826|45|https://www.novelupdates.com/series/vrmmo-summoner-hajimemashita/|No| Every 116.9 Day(s)

1827|For Some Reason, the School Goddess Likes to Hang Out at My House|1827|126|https://www.novelupdates.com/series/for-some-reason-the-school-goddess-likes-to-hang-out-at-my-house/|No| Every 7.8 Day(s)

1828|Male God is Chasing My Brother|1828|134|https://www.novelupdates.com/series/male-god-is-chasing-my-brother/|Yes| Every 2.8 Day(s)

1829|Kuzu Inou【Ondo wo Kaeru Mono】 no Ore ga Musou suru made|1829|123|https://www.novelupdates.com/series/kuzu-inou%e3%80%90ondo-wo-kaeru-mono%e3%80%91-no-ore-ga-musou-suru-made/|No| Every 86.6 Day(s)

1830|The A in the Opposite Dorm Always Thinks I’m Pretending to be a B|1830|62|https://www.novelupdates.com/series/the-a-in-the-opposite-dorm-always-thinks-im-pretending-to-be-a-b/|Yes| Every 7.2 Day(s)

1831|Hilarious Pampered Consort: Lord I Will Wait for Your Divorce|1831|112|https://www.novelupdates.com/series/hilarious-pampered-consort-lord-i-will-wait-for-your-divorce/|No| Every 15.1 Day(s)

1832|The Male Lead’s Fake Sister|1832|56|https://www.novelupdates.com/series/the-male-leads-fake-sister/|No| Every 7.6 Day(s)

1833|Yasashī Shinjitsu to Seiryaku Kekkon|1833|31|https://www.novelupdates.com/series/yasashi-shinjitsu-to-seiryaku-kekkon/|Yes| Every 3.5 Day(s)

1834|Master of Trading Star Card Game|1834|103|https://www.novelupdates.com/series/master-of-trading-star-card-game-rebirth/|No| Every 61.4 Day(s)

1835|Legend of the Cultivation God|1835|159|https://www.novelupdates.com/series/legend-of-the-cultivation-god/|No| Every 145.3 Day(s)

1836|Zhu Xian|1836|270|https://www.novelupdates.com/series/zhu-xian/|Yes| Every 85.5 Day(s)

1837|Scum Male’s Whitewashing Manual|1837|245|https://www.novelupdates.com/series/scum-males-whitewashing-manual/|No| Every 2.7 Day(s)

1838|Married to the Protagonist|1838|0|https://www.novelupdates.com/series/married-to-the-protagonist/|No| Every 12.2 Day(s)

1839|The Reincarnated Heavy Knight Who Was Exiled After A Supposed Big Miss Is Unparalleled With His Game Knowledge|1839|121|https://www.novelupdates.com/series/the-reincarnated-heavy-knight-who-was-exiled-after-a-supposed-big-miss-is-unparalleled-with-his-game-knowledge/|No| Every 10.6 Day(s)

1840|Fake Dating the Amnesiac School Prince|1840|75|https://www.novelupdates.com/series/fake-dating-the-amnesiac-school-prince/|Yes| Every 1.1 Day(s)

1841|Strange Life of a Cat|1841|183|https://www.novelupdates.com/series/strange-life-of-a-cat/|No| Every 104.5 Day(s)

1842|It Seems I Came to Another World, Now What Should I Do|1842|47|https://www.novelupdates.com/series/it-seems-i-came-to-another-world-now-what-should-i-do/|No| Every 93.7 Day(s)

1843|I Suddenly Became a Mother|1843|0|https://www.novelupdates.com/series/i-suddenly-became-a-mother/|No| Every 1158 Day(s)

1844|Godly Stay-Home Dad|1844|69|https://www.novelupdates.com/series/godly-stay-home-dad/|No| Every 83.2 Day(s)

1845|Seiken Tsukai no Kinju Eishou|1845|155|https://www.novelupdates.com/series/seiken-tsukai-no-kinju-eishou/|No| Every 6.8 Day(s)

1846|God’s Song|1846|283|https://www.novelupdates.com/series/gods-song/|Yes| Every 35.7 Day(s)

1847|Half Prince|1847|79|https://www.novelupdates.com/series/%c2%bd-prince/|Yes| Every 205.4 Day(s)

1848|Living Next To The Male God|1848|180|https://www.novelupdates.com/series/living-next-to-the-male-god/|Yes| Every 23.3 Day(s)

1849|I Will Quietly Disappear|1849|19|https://www.novelupdates.com/series/i-will-quietly-disappear/|No| Every 95.4 Day(s)

1850|Midnight Cinderella|1850|122|https://www.novelupdates.com/series/midnight-cinderella/|No| Every 13.9 Day(s)

1851|I Got Marked By My Shadow Guard After Pretending To Be An Alpha|1851|30|https://www.novelupdates.com/series/i-got-marked-by-my-shadow-guard-after-pretending-to-be-an-alpha/|Yes| Every 23.3 Day(s)

1852|The Female Lead Has No Cheats|1852|0|https://www.novelupdates.com/series/the-female-lead-has-no-cheats/|No| Every 389 Day(s)

1853|Counter Attack|1853|228|https://www.novelupdates.com/series/counter-attack/|No| Every 59.8 Day(s)

1854|Gratifying the Royal Family|1854|19|https://www.novelupdates.com/series/gratifying-the-royal-family/|No| Every 87.2 Day(s)

1855|Lord and Dragon|1855|20|https://www.novelupdates.com/series/lord-and-dragon/|Yes| Every 113 Day(s)

1856|Discussing The Correct Posture To Enjoy Dog Food|1856|70|https://www.novelupdates.com/series/discussing-the-correct-posture-to-enjoy-dog-food/|No| Every 27.8 Day(s)

1857|Slime Reincarnation. A Great Sage Is Being Hugged Tightly By His Elfin Foster Daughter|1857|22|https://www.novelupdates.com/series/slime-reincarnation-a-great-sage-is-being-hugged-tightly-by-his-elfin-foster-daughter/|No| Every 121.3 Day(s)

1858|It Seems Like I Fell into a Reverse Harem Game|1858|54|https://www.novelupdates.com/series/it-seems-like-i-fell-into-a-reverse-harem-game/|No| Every 17.5 Day(s)

1859|Gimai Seikatsu|1859|75|https://www.novelupdates.com/series/gimai-seikatsu/|No| Every 4.3 Day(s)

1860|Kininaru Kanojo wo Tokoton Okashi Tsukusu Hanashi|1860|55|https://www.novelupdates.com/series/kininaru-kanojo-wo-tokoton-okashi-tsukusu-hanashi/|No| Every 148.6 Day(s)

1861|Global Evolution|1861|0|https://www.novelupdates.com/series/global-evolution/|No| Every 1673 Day(s)

1862|A Contractual Marriage with the Best Leading Actor|1862|95|https://www.novelupdates.com/series/a-contractual-marriage-with-the-best-leading-actor/|No| Every 3.4 Day(s)

1863|Game Market 1983|1863|81|https://www.novelupdates.com/series/game-market-1983/|No| Every 119.6 Day(s)

1864|He’s My Real Brother, Duke|1864|62|https://www.novelupdates.com/series/hes-my-real-brother-duke/|No| Every 8.7 Day(s)

1865|Aku no Joou no Kiseki|1865|14|https://www.novelupdates.com/series/aku-no-joou-no-kiseki/|No| Every 130.5 Day(s)

1866|After a Flash Marriage With the Disabled Tyrant|1866|82|https://www.novelupdates.com/series/after-a-flash-marriage-with-the-disabled-tyrant/|No| Every 2.3 Day(s)

1867|My Darling|1867|40|https://www.novelupdates.com/series/my-darling/|Yes| Every 3.3 Day(s)

1868|Failed To Abandon the Villain|1868|0|https://www.novelupdates.com/series/failed-to-abandon-the-villain/|No| Every 416 Day(s)

1869|Silent Lover|1869|86|https://www.novelupdates.com/series/silent-lover/|No| Every 18.2 Day(s)

1870|First-Class Lawyer|1870|178|https://www.novelupdates.com/series/first-class-lawyer/|No| Every 2.3 Day(s)

1871|Soshite Shoujo wa Akujo no Karada o Te ni Ireru|1871|42|https://www.novelupdates.com/series/soshite-shoujo-wa-akujo-no-karada-o-te-ni-ireru/|No| Every 125.8 Day(s)

1872|I Heard that My Fiance is Super Fierce|1872|109|https://www.novelupdates.com/series/i-heard-that-my-fiance-is-super-fierce/|Yes| Every 62.5 Day(s)

1873|Jellyfish|1873|5|https://www.novelupdates.com/series/jellyfish/|No| Every 265 Day(s)

1874|Cute Beast Store No. 138|1874|178|https://www.novelupdates.com/series/cute-beast-store-no-138/|Yes| Every 58.9 Day(s)

1875|The Crimson Dragon|1875|137|https://www.novelupdates.com/series/the-crimson-dragon/|No| Every 61.8 Day(s)

1876|After Transmigration, The Male Lead and I had a HE|1876|170|https://www.novelupdates.com/series/after-transmigration-the-male-lead-and-i-had-a-he/|No| Every 3.9 Day(s)

1877|Brother-in-Law, I’m Pregnant!|1877|50|https://www.novelupdates.com/series/brother-in-law-im-pregnant/|Yes| Every 12.8 Day(s)

1878|I Quit Being a Noble and Became a Commoner|1878|86|https://www.novelupdates.com/series/i-quit-being-a-noble-and-became-a-commoner/|Yes| Every 5.7 Day(s)

1879|Curing Incurable Disease With S*men|1879|21|https://www.novelupdates.com/series/curing-incurable-disease-with-smen/|No| Every 146.5 Day(s)

1880|I Regard You as Enemies, Yet You’re All After My Heart!|1880|87|https://www.novelupdates.com/series/i-regard-you-as-enemies-yet-youre-all-after-my-heart/|Yes| Every 27.4 Day(s)

1881|Fake Cinderella|1881|140|https://www.novelupdates.com/series/fake-cinderella/|No| Every 31.5 Day(s)

1882|My Dad Is the Galaxy’s Prince Charming|1882|65|https://www.novelupdates.com/series/my-dad-is-the-galaxys-prince-charming/|Yes| Every 85.1 Day(s)

1883|Accompanied by a Fool To Do Farming|1883|90|https://www.novelupdates.com/series/accompanied-by-a-fool-to-do-farming/|Yes| Every 1.5 Day(s)

1884|Hard to Escape|1884|77|https://www.novelupdates.com/series/hard-to-escape/|Yes| Every 72.2 Day(s)

1885|The Cold Regent Keeps a Fox as a Consort|1885|262|https://www.novelupdates.com/series/the-cold-regent-keeps-a-fox-as-a-consort/|No| Every 42.8 Day(s)

1886|Chuuko demo Koi ga Shitai!|1886|24|https://www.novelupdates.com/series/chuuko-demo-koi-ga-shitai/|No| Every 126.8 Day(s)

1887|The Grand Princess|1887|59|https://www.novelupdates.com/series/the-grand-princess/|No| Every 24.3 Day(s)

1888|The Monstrous Grand Duke’s Fake Lady|1888|149|https://www.novelupdates.com/series/the-monstrous-grand-dukes-fake-lady/|Yes| Every 2.2 Day(s)

1889|Reversed Parallel World‘s Messiah|1889|116|https://www.novelupdates.com/series/reversed-parallel-worlds-messiah/|Yes| Every 39.7 Day(s)

1890|The Sickly Beauty Substitute Called It Quits|1890|78|https://www.novelupdates.com/series/the-sickly-beauty-substitute-called-it-quits/|No| Every 3.3 Day(s)

1891|Hakushaku to Yousei|1891|180|https://www.novelupdates.com/series/hakushaku-to-yousei/|No| Every 48.5 Day(s)

1892|Pampered Fei Brimming with Cuteness|1892|261|https://www.novelupdates.com/series/pampered-fei-brimming-with-cuteness/|No| Every 49.3 Day(s)

1893|Dark Empress|1893|11|https://www.novelupdates.com/series/dark-empress/|Yes| Every 2.5 Day(s)

1894|Lady Villainess Philia D’la Love’s Mistakes|1894|23|https://www.novelupdates.com/series/lady-villainess-philia-dla-loves-mistakes/|No| Every 3.9 Day(s)

1895|Living to Suffer|1895|20|https://www.novelupdates.com/series/living-to-suffer/|Yes| Every 6.5 Day(s)

1896|Duke Pendragon|1896|432|https://www.novelupdates.com/series/duke-pendragon/|Yes| Every 0.9 Day(s)

1897|Being PAPA’d Every Time I Transmigrate|1897|88|https://www.novelupdates.com/series/being-papad-every-time-i-transmigrate/|No| Every 14.1 Day(s)

1898|Lonely Loser, I’ll Become Blonde Frivolous Gyaru’s Favourite (WN)|1898|60|https://www.novelupdates.com/series/lonely-loser-ill-become-blonde-frivolous-gyarus-favourite/|No| Every 81.9 Day(s)

1899|Social Outcast|1899|33|https://www.novelupdates.com/series/social-outcast/|Yes| Every 76.6 Day(s)

1900|Demon King|1900|0|https://www.novelupdates.com/series/demon-king/|Yes| Every 779 Day(s)

1901|Feng Yin Tian Xia|1901|257|https://www.novelupdates.com/series/feng-yin-tian-xia/|Yes| Every 1.9 Day(s)

1902|Genius of a Performing Arts High|1902|104|https://www.novelupdates.com/series/genius-of-a-performing-arts-high/|No| Every 42.2 Day(s)

1903|The Symbiotic Relationship Between the Rabbit and the Black Panther|1903|8|https://www.novelupdates.com/series/the-symbiotic-relationship-between-the-rabbit-and-the-black-panther/|No| Every 47.6 Day(s)

1904|2013|1904|2|https://www.novelupdates.com/series/2013/|No| Every 838.5 Day(s)

1905|Sword Saint’s Disciple|1905|46|https://www.novelupdates.com/series/sword-saints-disciple/|No| Every 58.2 Day(s)

1906|Apocalypse Meltdown|1906|296|https://www.novelupdates.com/series/apocalypse-meltdown/|No| Every 99.8 Day(s)

1907|A Mistaken Marriage Match: Mysteries in the Imperial Harem|1907|117|https://www.novelupdates.com/series/a-mistaken-marriage-match-mysteries-in-the-imperial-harem/|Yes| Every 3.7 Day(s)

1908|A Warrior Exiled by the Hero and His Lover|1908|196|https://www.novelupdates.com/series/a-warrior-exiled-by-the-hero-and-his-lover/|No| Every 21 Day(s)

1909|I Become a Rogue Lord in a World Where Only I Level Up|1909|174|https://www.novelupdates.com/series/i-become-a-rogue-lord-in-a-world-where-only-i-level-up/|No| Every 14.7 Day(s)

1910|After Transmigrating Into the Cultivation World, the School Topper Was Reborn|1910|500|https://www.novelupdates.com/series/after-transmigrating-into-the-cultivation-world-the-school-topper-was-reborn/|Yes| Every 0.3 Day(s)

1911|A Seductive Gentleman|1911|71|https://www.novelupdates.com/series/a-seductive-gentleman/|No| Every 52.5 Day(s)

1912|I Dislike the Male Lead’s Child|1912|72|https://www.novelupdates.com/series/i-dislike-the-male-leads-child/|No| Every 21.5 Day(s)

1913|The Royal Deal|1913|268|https://www.novelupdates.com/series/the-royal-deal/|No| Every 2.5 Day(s)

1914|Ototsukai wa Shi to Odoru|1914|112|https://www.novelupdates.com/series/ototsukai-wa-shi-to-odoru/|No| Every 32.1 Day(s)

1915|Turn on the Love System|1915|75|https://www.novelupdates.com/series/turn-on-the-love-system/|No| Every 24.9 Day(s)

1916|Killing Grounds of Gods and Devils|1916|179|https://www.novelupdates.com/series/killing-grounds-of-gods-and-devils/|No| Every 78.5 Day(s)

1917|The Magician Wants Normality|1917|57|https://www.novelupdates.com/series/the-magician-wants-normality/|No| Every 47.1 Day(s)

1918|Black Belly Wife|1918|229|https://www.novelupdates.com/series/black-belly-wife/|No| Every 10.5 Day(s)

1919|Reincarnated as an Aristocrat with an Appraisal Skill|1919|216|https://www.novelupdates.com/series/reincarnated-as-an-aristocrat-with-an-appraisal-skill/|No| Every 13.6 Day(s)

1920|I Am A Killer|1920|71|https://www.novelupdates.com/series/i-am-a-killer/|Yes| Every 6.5 Day(s)

1921|I’ve Been Reincarnated as this Game’s Villainess, I’ll Train the Main Capture Target to be a Yandere|1921|2|https://www.novelupdates.com/series/ive-been-reincarnated-as-this-games-villainess-ill-train-the-main-capture-target-to-be-a-yandere/|Yes| Every 6.5 Day(s)

1922|When A Mage Revolts|1922|144|https://www.novelupdates.com/series/when-a-mage-revolts/|Yes| Every 28.3 Day(s)

1923|I Want to Be a Receptionist of The Magic World|1923|55|https://www.novelupdates.com/series/i-want-to-be-a-receptionist-of-the-magic-world/|No| Every 44.2 Day(s)

1924|From The Strongest Job of Dragon Knight, To The Beginner Job Carrier, Somehow, The Heroes are Depending on Me|1924|138|https://www.novelupdates.com/series/from-the-strongest-job-of-dragon-knight-to-the-beginner-job-carrier-somehow-the-heroes-are-depending-on-me/|No| Every 49.9 Day(s)

1925|Heavenly Farmer|1925|318|https://www.novelupdates.com/series/heavenly-farmer/|Yes| Every 1.1 Day(s)

1926|The Life After Marrying My Sworn Enemy|1926|52|https://www.novelupdates.com/series/the-life-after-marrying-my-sworn-enemy/|Yes| Every 2 Day(s)

1927|Carefree Path of Dreams|1927|112|https://www.novelupdates.com/series/carefree-path-of-dreams/|Yes| Every 238.1 Day(s)

1928|Isekai de “Kuro no Iyashi Te” tte Yobarete Imasu (WN)|1928|15|https://www.novelupdates.com/series/isekai-de-kuro-no-iyashi-te-tte-yobarete-imasu/|No| Every 158.3 Day(s)

1929|I Became the Villainess’s Brother|1929|13|https://www.novelupdates.com/series/i-became-the-villainesss-brother/|No| Every 140.5 Day(s)

1930|Seeking the Flying Sword Path|1930|39|https://www.novelupdates.com/series/seeking-the-flying-sword-path/|Yes| Every 0.7 Day(s)

1931|Swordmaster Healer|1931|125|https://www.novelupdates.com/series/swordmaster-healer/|No| Every 86.7 Day(s)

1932|Love in Another Life: My Gentle Tyrant|1932|127|https://www.novelupdates.com/series/love-in-another-life-my-gentle-tyrant/|No| Every 23.7 Day(s)

1933|Unscrupulous Enchantress: The Eldest Young Miss has Arrived!|1933|395|https://www.novelupdates.com/series/unscrupulous-enchantress-the-eldest-young-miss-has-arrived/|No| Every 6.3 Day(s)

1934|Mahoutsukai no Konyakusha (LN)|1934|303|https://www.novelupdates.com/series/mahoutsukai-no-konyakusha-ln/|No| Every 6.1 Day(s)

1935|Interstellar Rare Species|1935|78|https://www.novelupdates.com/series/interstellar-rare-species/|Yes| Every 24.9 Day(s)

1936|Villainesses Never Die|1936|7|https://www.novelupdates.com/series/villainesses-never-die/|No| Every 137.6 Day(s)

1937|This Marriage Is Bound To Sink Anyway|1937|291|https://www.novelupdates.com/series/this-marriage-is-bound-to-sink-anyway/|No| Every 5.7 Day(s)

1938|Buy the Land And Cultivate in Different World|1938|217|https://www.novelupdates.com/series/buy-the-land-and-cultivate-in-different-world/|No| Every 2.9 Day(s)

1939|Heaven Awakening Path|1939|92|https://www.novelupdates.com/series/heaven-awakening-path/|No| Every 63 Day(s)

1940|Sekai no Owari no Sekairoku|1940|31|https://www.novelupdates.com/series/sekai-no-owari-no-sekairoku/|No| Every 154.3 Day(s)

1941|Big Life|1941|109|https://www.novelupdates.com/series/big-life/|No| Every 43.6 Day(s)

1942|Marielle Clarac’s Engagement|1942|23|https://www.novelupdates.com/series/marielle-claracs-engagement/|No| Every 97.4 Day(s)

1943|I Won’t Go Back to My Family Who Abandoned Me|1943|108|https://www.novelupdates.com/series/i-wont-go-back-to-my-family-who-abandoned-me/|Yes| Every 13.1 Day(s)

1944|Harassing Thief Girl|1944|195|https://www.novelupdates.com/series/harassing-thief-girl/|Yes| Every 1.9 Day(s)

1945|The Aloof Prince Pampers His Wild First Rate Consort|1945|177|https://www.novelupdates.com/series/the-aloof-prince-pampers-his-wild-first-rate-consort/|No| Every 56.5 Day(s)

